~id,~label,~from,~to,start_time:string,end_time:string,duration:string,caller_location:string,callee_location:string,cost:float,service_provider_id:string,billing_indicator:string,call_status:string,rate_plan:string,currency:string,caller_state:string,callee_state:string,caller_zipcode:string,callee_zipcode:string,caller_latitude:float,caller_long:float,callee_latitude:float,callee_long:float,caller_country:string,callee_country:string
1268804,voice,9098611009,9098611004,2024-08-15 09:16:02.343592,2024-08-15 09:58:16.343592,0:42:14,Reasnor,Commerce,4.8,SP002,Non-Billable,Answered,Go5GNext,USD,Iowa,Missouri,50232,63742,41.5789,-93.0229,37.1583,-89.4467,United States,United States
1155729,sms,9098611019,9098611006,2024-08-15 10:11:02.471434,2024-08-15 10:42:55.471434,0:31:53,Reed,Drake,1.56,SP001,Billable,Missed,EssentialsSaver,USD,Arkansas,North Dakota,71670,58736,33.7017,-91.4458,47.9226,-100.3745,United States,United States
3254077,voice,9098611013,9098611014,2024-08-15 09:23:02.598909,2024-08-15 10:14:41.598909,0:51:39,Penermon,Happy Valley,2.23,SP004,Non-Billable,Busy,Essentials,USD,Missouri,New Mexico,63846,88220,36.7909,-89.8301,32.4236,-104.2903,United States,United States
8786767,voice,9098611017,9098611018,2024-08-15 09:21:02.733085,2024-08-15 10:03:08.733085,0:42:06,Dranesville,Crowell,0.54,SP003,Billable,Missed,EssentialsSaver,USD,Virginia,Texas,20170,79227,38.9955,-77.3693,33.9839,-99.7241,United States,United States
4062165,voice,9098611011,9098611013,2024-08-15 10:03:02.864108,2024-08-15 10:21:06.864108,0:18:04,Merlin,Good Hope,4.64,SP002,Billable,Busy,Go5GPlus,USD,Oregon,Ohio,97532,43160,42.5204,-123.4252,39.4467,-83.3594,United States,United States
7562737,voice,9098611013,9098611004,2024-08-15 10:10:02.993490,2024-08-15 10:50:24.993490,0:40:22,Creston,Conception Junction,3.32,SP002,Non-Billable,Missed,Go5G,USD,California,Missouri,93432,64434,35.5173,-120.521,40.2684,-94.6914,United States,United States
4353062,sms,9098611003,9098611013,2024-08-15 10:14:03.122231,2024-08-15 10:22:39.122231,0:08:36,Felicity,De Leon,4.53,SP003,Non-Billable,Answered,Go5GNext,USD,Ohio,Texas,45120,76444,38.8387,-84.0986,32.1114,-98.5352,United States,United States
7675264,sms,9098611015,9098611018,2024-08-15 09:35:03.254116,2024-08-15 10:30:04.254116,0:55:01,Myrtle Beach,Doylestown,2.27,SP004,Non-Billable,Busy,Go5GNext,USD,South Carolina,Wisconsin,29572,53925,33.7094,-78.8844,43.4276,-89.1457,United States,United States
8743025,sms,9098611002,9098611015,2024-08-15 09:43:03.384060,2024-08-15 09:46:23.384060,0:03:20,Jalapa,Mont Belvieu,3.8,SP004,Billable,Busy,Go5G,USD,Indiana,Texas,46952,77535,40.6263,-85.7464,29.8518,-94.8775,United States,United States
6905170,sms,9098611016,9098611017,2024-08-15 09:35:03.511428,2024-08-15 10:24:24.511428,0:49:21,Port Morris,St. Lucas,0.62,SP003,Billable,Missed,Go5GNext,USD,New Jersey,Iowa,07850,52166,40.9061,-74.6845,43.0665,-91.9341,United States,United States
9477219,voice,9098611019,9098611014,2024-08-15 09:46:03.638358,2024-08-15 09:52:14.638358,0:06:11,Riesel,Harrogate,4.75,SP004,Billable,Answered,EssentialsSaver,USD,Texas,Tennessee,76682,37752,31.4763,-96.9303,36.5752,-83.6462,United States,United States
8814916,sms,9098611014,9098611016,2024-08-15 10:08:03.763756,2024-08-15 10:30:40.763756,0:22:37,Longton,Livengood,3.55,SP001,Billable,Busy,Go5G,USD,Kansas,Alaska,67352,99790,37.3779,-96.0821,65.4817,-148.4171,United States,United States
2715948,sms,9098611013,9098611007,2024-08-15 09:19:03.889352,2024-08-15 09:22:28.889352,0:03:25,La Luisa,Maguayo,1.2,SP004,Billable,Failed,Go5G,USD,Puerto Rico,Puerto Rico,00674,00667,18.4488,-66.5078,18.01,-67.0855,United States,United States
1322671,sms,9098611011,9098611013,2024-08-15 09:22:04.034475,2024-08-15 09:52:21.034475,0:30:17,Kaibab Estates West,Demopolis,0.47,SP003,Billable,Answered,Go5GNext,USD,Arizona,Alabama,86320,36742,35.2762,-112.5018,32.498,-87.8298,United States,United States
6050576,voice,9098611009,9098611011,2024-08-15 09:15:04.169020,2024-08-15 09:30:41.169020,0:15:37,Wilmerding,Ham Lake,4.33,SP002,Billable,Missed,Go5GPlus,USD,Pennsylvania,Minnesota,15148,55304,40.3942,-79.8101,45.2545,-93.2039,United States,United States
1941834,voice,9098611011,9098611001,2024-08-15 09:49:04.294048,2024-08-15 10:12:45.294048,0:23:41,Sundance,Pilot Station,1.2,SP002,Billable,Busy,Go5GPlus,USD,Utah,Alaska,84604,99650,40.3937,-111.5913,61.9422,-162.8828,United States,United States
7114501,sms,9098611019,9098611007,2024-08-15 09:25:04.424590,2024-08-15 10:03:11.424590,0:38:07,Merna,Friendship Heights Village,2.46,SP002,Billable,Missed,Go5GNext,USD,Nebraska,Maryland,68856,20815,41.4852,-99.7611,38.9633,-77.0898,United States,United States
8836108,voice,9098611015,9098611014,2024-08-15 09:26:04.558150,2024-08-15 10:18:33.558150,0:52:29,Elkland,Portland,3.88,SP002,Non-Billable,Missed,Go5GNext,USD,Pennsylvania,Iowa,16920,50401,41.989,-77.314,43.1254,-93.1351,United States,United States
1174475,voice,9098611012,9098611003,2024-08-15 09:21:04.681758,2024-08-15 09:39:36.681758,0:18:32,Pike Creek,Truman,0.93,SP002,Non-Billable,Failed,Go5GNext,USD,Delaware,Minnesota,19711,56088,39.7488,-75.695,43.8279,-94.4366,United States,United States
5236648,sms,9098611005,9098611019,2024-08-15 10:06:04.804550,2024-08-15 10:24:00.804550,0:17:56,Sandy Valley,Bancroft,2.47,SP001,Non-Billable,Answered,Go5GPlus,USD,Nevada,South Dakota,89019,57353,35.8423,-115.6304,44.4894,-97.7505,United States,United States
2295475,sms,9098611015,9098611013,2024-08-15 09:33:04.927806,2024-08-15 09:51:46.927806,0:18:42,Bynum,Fountain Hill,2.48,SP001,Non-Billable,Missed,Go5G,USD,Montana,Arkansas,59419,71646,47.9682,-112.3165,33.3575,-91.8511,United States,United States
6904970,sms,9098611016,9098611004,2024-08-15 10:11:05.055635,2024-08-15 10:27:51.055635,0:16:46,Cedar Hill Lakes,Hemingway,0.26,SP001,Non-Billable,Missed,EssentialsSaver,USD,Missouri,South Carolina,63016,29554,38.33,-90.6577,33.7534,-79.4462,United States,United States
9107629,sms,9098611016,9098611010,2024-08-15 09:44:05.182862,2024-08-15 10:30:55.182862,0:46:50,Claflin,Mazomanie,0.39,SP002,Non-Billable,Answered,Essentials,USD,Kansas,Wisconsin,67525,53560,38.5246,-98.5367,43.1731,-89.7954,United States,United States
9181586,sms,9098611009,9098611002,2024-08-15 10:12:05.307866,2024-08-15 10:24:35.307866,0:12:30,Summerfield,Sloatsburg,1.72,SP004,Non-Billable,Failed,EssentialsSaver,USD,Texas,New York,79085,10974,34.7398,-102.5096,41.162,-74.1902,United States,United States
3881894,voice,9098611007,9098611016,2024-08-15 09:19:05.431831,2024-08-15 09:21:57.431831,0:02:52,Quebrada,McLain,1.31,SP003,Non-Billable,Failed,Go5GNext,USD,Puerto Rico,Mississippi,00627,39456,18.3602,-66.8353,31.1037,-88.8239,United States,United States
3609185,voice,9098611010,9098611012,2024-08-15 09:48:05.558534,2024-08-15 10:30:49.558534,0:42:44,Poughkeepsie,Muscoda,4.7,SP002,Billable,Busy,Essentials,USD,New York,Wisconsin,12603,53573,41.695,-73.9211,43.1872,-90.4333,United States,United States
9472836,sms,9098611006,9098611002,2024-08-15 09:46:05.681862,2024-08-15 09:48:40.681862,0:02:35,Steely Hollow,Landmark,1.77,SP004,Billable,Busy,Go5G,USD,Oklahoma,Arkansas,74464,72206,35.9877,-94.9456,34.6076,-92.3186,United States,United States
6897945,voice,9098611011,9098611000,2024-08-15 10:05:05.807027,2024-08-15 10:35:51.807027,0:30:46,Bardolph,Mineola,1.03,SP004,Non-Billable,Busy,Go5G,USD,Illinois,Iowa,61416,51554,40.4959,-90.5631,41.1414,-95.6947,United States,United States
6319042,voice,9098611008,9098611013,2024-08-15 09:45:05.935927,2024-08-15 10:37:53.935927,0:52:48,Du Pont,Irwin,3.08,SP002,Billable,Missed,Go5G,USD,Georgia,Missouri,31630,64759,30.9891,-82.8691,37.5884,-94.287,United States,United States
6869192,sms,9098611008,9098611000,2024-08-15 09:25:06.063234,2024-08-15 10:25:01.063234,0:59:55,Pine Village,Lely Resort,4.48,SP003,Billable,Answered,Go5GPlus,USD,Indiana,Florida,47975,34113,40.4495,-87.2534,26.0889,-81.7031,United States,United States
6955900,voice,9098611006,9098611003,2024-08-15 09:51:06.190180,2024-08-15 09:59:17.190180,0:08:11,Roselawn,Makaha Valley,0.35,SP001,Billable,Failed,Go5GNext,USD,Indiana,Hawaii,46372,96792,41.1535,-87.2881,21.4844,-158.1843,United States,United States
7991465,sms,9098611011,9098611012,2024-08-15 09:41:06.315366,2024-08-15 10:15:27.315366,0:34:21,Adeline,Keedysville,4.83,SP001,Billable,Failed,EssentialsSaver,USD,Illinois,Maryland,61047,21756,42.1406,-89.4919,39.4867,-77.698,United States,United States
8428335,voice,9098611013,9098611002,2024-08-15 09:32:06.441237,2024-08-15 10:06:29.441237,0:34:23,Lolo,Center,2.5,SP002,Non-Billable,Missed,Go5GPlus,USD,Montana,Nebraska,59847,68724,46.7756,-114.1018,42.609,-97.8761,United States,United States
5740448,sms,9098611010,9098611007,2024-08-15 09:44:06.567463,2024-08-15 10:43:05.567463,0:58:59,Olimpo,Prairieburg,4.21,SP004,Non-Billable,Busy,Go5GNext,USD,Puerto Rico,Iowa,00784,52219,18.0027,-66.1097,42.2376,-91.4258,United States,United States
2291683,voice,9098611008,9098611002,2024-08-15 09:55:06.694471,2024-08-15 10:28:11.694471,0:33:05,Roselle,Hudson Falls,4.0,SP003,Non-Billable,Failed,Go5G,USD,New Jersey,New York,07203,12839,40.6527,-74.2599,43.3042,-73.5819,United States,United States
8567325,sms,9098611012,9098611001,2024-08-15 09:39:06.818813,2024-08-15 10:15:30.818813,0:36:24,Otter Lake,Carpentersville,0.76,SP002,Non-Billable,Missed,Go5GPlus,USD,New York,Illinois,13338,60110,43.5942,-75.1159,42.1227,-88.2896,United States,United States
8622589,voice,9098611015,9098611002,2024-08-15 09:59:06.942718,2024-08-15 10:32:41.942718,0:33:35,Rose Creek,Trapper Creek,3.68,SP002,Billable,Failed,EssentialsSaver,USD,Minnesota,Alaska,55970,99683,43.6045,-92.8289,62.3189,-150.3965,United States,United States
6411546,sms,9098611014,9098611018,2024-08-15 10:04:07.066362,2024-08-15 11:00:26.066362,0:56:19,Durango,Beaver Bay,2.67,SP004,Non-Billable,Failed,EssentialsSaver,USD,Iowa,Minnesota,52039,55601,42.5618,-90.7762,47.2563,-91.3065,United States,United States
8964655,voice,9098611012,9098611006,2024-08-15 09:52:07.192896,2024-08-15 10:09:20.192896,0:17:13,Terrace Heights,Lake Santee,3.3,SP002,Non-Billable,Answered,Go5GNext,USD,Washington,Indiana,98901,47240,46.6045,-120.4393,39.4078,-85.3066,United States,United States
5769171,voice,9098611000,9098611010,2024-08-15 10:01:07.326465,2024-08-15 10:07:27.326465,0:06:20,Sunburst,Waynetown,1.48,SP003,Billable,Missed,Essentials,USD,Montana,Indiana,59482,47990,48.878,-111.9051,40.088,-87.0655,United States,United States
7158064,voice,9098611003,9098611006,2024-08-15 09:31:07.453742,2024-08-15 09:36:08.453742,0:05:01,Bel Air,Aguilares,0.18,SP004,Non-Billable,Missed,Go5GNext,USD,Maryland,Texas,21014,78369,39.5348,-76.346,27.4516,-99.0932,United States,United States
9739526,sms,9098611018,9098611017,2024-08-15 09:15:07.577270,2024-08-15 09:21:59.577270,0:06:52,Myrtletown,Los Veteranos II,3.52,SP003,Non-Billable,Missed,Go5GPlus,USD,California,Texas,95503,78045,40.7888,-124.1286,27.7711,-99.4433,United States,United States
7323682,sms,9098611001,9098611016,2024-08-15 09:17:07.700488,2024-08-15 10:12:44.700488,0:55:37,Hicksville,Talahi Island,1.8,SP003,Billable,Busy,Essentials,USD,Ohio,Georgia,43526,31410,41.2944,-84.7648,32.0331,-80.976,United States,United States
7042382,voice,9098611016,9098611018,2024-08-15 09:28:07.823993,2024-08-15 10:09:57.823993,0:41:50,Tyrone,Groton Long Point,1.54,SP002,Billable,Failed,EssentialsSaver,USD,New Mexico,Connecticut,88065,06340,32.7099,-108.3028,41.3144,-72.0087,United States,United States
6228439,sms,9098611001,9098611019,2024-08-15 09:26:07.947399,2024-08-15 09:39:44.947399,0:13:37,Norfeld Colony,Spring Arbor,3.25,SP003,Non-Billable,Busy,Go5GPlus,USD,South Dakota,Michigan,57276,49283,44.4233,-96.5561,42.2055,-84.5551,United States,United States
1495282,sms,9098611006,9098611002,2024-08-15 09:46:08.070114,2024-08-15 10:27:47.070114,0:41:39,West Milford,Shavano Park,3.31,SP001,Billable,Answered,EssentialsSaver,USD,West Virginia,Texas,26451,78249,39.2045,-80.4034,29.5861,-98.5563,United States,United States
1480314,voice,9098611011,9098611005,2024-08-15 09:29:08.193963,2024-08-15 10:03:27.193963,0:34:19,Yorktown Heights,Blenheim,3.24,SP001,Non-Billable,Answered,Essentials,USD,New York,South Carolina,10598,29516,41.2697,-73.7755,34.5098,-79.6526,United States,United States
2149709,voice,9098611007,9098611007,2024-08-15 09:44:08.316819,2024-08-15 10:18:06.316819,0:33:58,Cyrus,Elmsford,1.63,SP003,Non-Billable,Busy,Go5GPlus,USD,Minnesota,New York,56323,10523,45.6147,-95.7381,41.0541,-73.8143,United States,United States
2898697,voice,9098611011,9098611000,2024-08-15 10:00:08.440428,2024-08-15 10:01:49.440428,0:01:41,Playita Cortada,Port St. Lucie,3.07,SP002,Non-Billable,Answered,EssentialsSaver,USD,Puerto Rico,Florida,00757,34952,17.982,-66.4402,27.2796,-80.3884,United States,United States
1381472,sms,9098611002,9098611009,2024-08-15 09:15:08.564971,2024-08-15 09:19:55.564971,0:04:47,Portage,Braidwood,1.51,SP001,Non-Billable,Failed,Go5GNext,USD,Utah,Illinois,84331,60408,41.9756,-112.2405,41.2695,-88.2235,United States,United States
3980767,voice,9098611014,9098611008,2024-08-15 09:20:08.691149,2024-08-15 09:51:41.691149,0:31:33,Lakewood Village,Lovelock,2.34,SP003,Non-Billable,Failed,EssentialsSaver,USD,Texas,Nevada,75068,89419,33.1379,-96.9751,40.1787,-118.4775,United States,United States
9883249,sms,9098611001,9098611009,2024-08-15 09:56:08.817174,2024-08-15 09:57:38.817174,0:01:30,Pine Valley,Arkport,1.2,SP001,Billable,Missed,EssentialsSaver,USD,Utah,New York,84781,14807,37.3904,-113.5061,42.3926,-77.6955,United States,United States
4087394,sms,9098611002,9098611008,2024-08-15 09:26:08.943993,2024-08-15 09:37:15.943993,0:11:07,Sageville,Tancred,2.8,SP001,Billable,Answered,Essentials,USD,Iowa,California,52001,95606,42.5493,-90.7062,38.7619,-122.1547,United States,United States
3722171,voice,9098611013,9098611003,2024-08-15 09:39:09.069403,2024-08-15 09:43:02.069403,0:03:53,Council,Miccosukee,4.12,SP003,Non-Billable,Answered,Go5GNext,USD,Idaho,Florida,83612,32309,44.7328,-116.4376,30.5931,-84.047,United States,United States
2204763,sms,9098611016,9098611006,2024-08-15 09:26:09.192791,2024-08-15 10:13:10.192791,0:47:01,West Dennis,Tolsona,1.59,SP003,Billable,Answered,EssentialsSaver,USD,Massachusetts,Alaska,02670,99588,41.6666,-70.1656,62.0844,-146.092,United States,United States
9442048,sms,9098611005,9098611007,2024-08-15 09:59:09.315371,2024-08-15 10:12:17.315371,0:13:08,Gambrills,Mosby,4.27,SP001,Non-Billable,Answered,Essentials,USD,Maryland,Missouri,21144,64068,39.0927,-76.6511,39.3165,-94.3094,United States,United States
7314017,sms,9098611004,9098611007,2024-08-15 09:49:09.441903,2024-08-15 10:34:14.441903,0:45:05,Las Campanas,Sloan,0.52,SP004,Billable,Missed,EssentialsSaver,USD,New Mexico,Iowa,87506,51055,35.7159,-106.0582,42.2328,-96.2247,United States,United States
2058069,voice,9098611018,9098611005,2024-08-15 09:49:09.568543,2024-08-15 10:08:21.568543,0:19:12,Winter Garden,Kysorville,3.23,SP002,Billable,Busy,EssentialsSaver,USD,Florida,New York,34787,14437,28.5421,-81.5967,42.6528,-77.7949,United States,United States
4119697,voice,9098611002,9098611002,2024-08-15 09:17:09.691620,2024-08-15 09:24:37.691620,0:07:28,McMurray,O'Brien,4.33,SP002,Non-Billable,Failed,Go5GNext,USD,Pennsylvania,Texas,15317,79539,40.2815,-80.0874,33.3802,-99.8438,United States,United States
8875777,sms,9098611009,9098611006,2024-08-15 09:53:09.814801,2024-08-15 10:51:45.814801,0:58:36,Valatie,Caruthersville,4.03,SP002,Billable,Answered,EssentialsSaver,USD,New York,Missouri,12184,63830,42.4134,-73.6779,36.1814,-89.6664,United States,United States
3292222,voice,9098611019,9098611014,2024-08-15 09:19:09.937783,2024-08-15 10:16:49.937783,0:57:40,Watova,Prien,2.62,SP004,Billable,Failed,Go5GPlus,USD,Oklahoma,Louisiana,74048,70605,36.6197,-95.6604,30.1601,-93.2611,United States,United States
7585295,voice,9098611008,9098611005,2024-08-15 09:31:10.061640,2024-08-15 09:57:38.061640,0:26:28,Clementon,La Vergne,2.4,SP002,Billable,Missed,Go5GNext,USD,New Jersey,Tennessee,08021,37089,39.8046,-74.985,36.02,-86.5586,United States,United States
1574488,sms,9098611016,9098611001,2024-08-15 09:20:10.184768,2024-08-15 09:53:36.184768,0:33:26,Walkersville,West Cape May,2.81,SP003,Billable,Failed,Go5GPlus,USD,Maryland,New Jersey,21793,08204,39.4832,-77.3559,38.9423,-74.9378,United States,United States
8971277,sms,9098611000,9098611018,2024-08-15 09:19:10.308411,2024-08-15 09:58:54.308411,0:39:44,Argyle,Kittery Point,2.77,SP002,Billable,Failed,Essentials,USD,Iowa,Maine,52619,03905,40.5359,-91.5678,43.0883,-70.6988,United States,United States
4190147,voice,9098611017,9098611004,2024-08-15 09:46:10.432910,2024-08-15 10:45:01.432910,0:58:51,Lindcove,Sartell,3.9,SP003,Billable,Failed,Go5G,USD,California,Minnesota,93221,56377,36.358,-119.0646,45.6188,-94.2206,United States,United States
4995972,voice,9098611018,9098611015,2024-08-15 10:13:10.556946,2024-08-15 10:52:53.556946,0:39:43,Uvalde,Manito,3.07,SP001,Non-Billable,Answered,Essentials,USD,Texas,Illinois,78801,61546,29.2152,-99.7782,40.4201,-89.7806,United States,United States
8028610,voice,9098611010,9098611018,2024-08-15 09:40:10.681506,2024-08-15 10:33:20.681506,0:53:10,Silas,Alamillo,2.46,SP004,Billable,Answered,Go5G,USD,Alabama,New Mexico,36919,87831,31.7678,-88.3258,34.2519,-106.9158,United States,United States
8152869,sms,9098611009,9098611018,2024-08-15 10:10:10.806674,2024-08-15 10:46:54.806674,0:36:44,Lake Caroline,Hadar,3.7,SP004,Billable,Busy,Go5GPlus,USD,Virginia,Nebraska,22546,68738,37.9856,-77.5244,42.1072,-97.451,United States,United States
7346770,sms,9098611000,9098611015,2024-08-15 09:38:10.930703,2024-08-15 10:08:28.930703,0:30:18,Felton,Sundown,3.44,SP004,Non-Billable,Busy,Essentials,USD,Minnesota,Missouri,56536,65761,47.0749,-96.5058,36.5645,-92.6418,United States,United States
8218933,voice,9098611017,9098611009,2024-08-15 09:53:11.054312,2024-08-15 10:34:58.054312,0:41:47,Hillsdale,Tallulah,3.32,SP004,Non-Billable,Busy,Go5G,USD,Wyoming,Louisiana,82060,71282,41.2079,-104.4744,32.4068,-91.1916,United States,United States
1360783,sms,9098611001,9098611008,2024-08-15 10:09:11.177586,2024-08-15 10:55:14.177586,0:46:03,Haines Falls,Bud,3.38,SP003,Non-Billable,Missed,Essentials,USD,New York,West Virginia,12436,24726,42.197,-74.1009,37.5329,-81.3821,United States,United States
1945988,sms,9098611000,9098611005,2024-08-15 09:44:11.300406,2024-08-15 10:36:22.300406,0:52:11,Limestone,San Antonito,3.77,SP004,Non-Billable,Answered,Go5GPlus,USD,Florida,New Mexico,33865,87008,27.3673,-81.9048,35.1574,-106.3475,United States,United States
6705815,voice,9098611011,9098611011,2024-08-15 10:08:11.427138,2024-08-15 10:34:38.427138,0:26:27,Caseyville,Tehuacana,3.15,SP001,Non-Billable,Answered,Essentials,USD,Illinois,Texas,62232,76686,38.6302,-90.0339,31.7411,-96.5436,United States,United States
9847486,sms,9098611007,9098611003,2024-08-15 09:42:11.555541,2024-08-15 10:00:31.555541,0:18:20,Shonto,Tamaroa,3.75,SP002,Billable,Missed,Go5GNext,USD,Arizona,Illinois,86054,62888,36.5893,-110.6607,38.1364,-89.2293,United States,United States
5610954,voice,9098611004,9098611015,2024-08-15 10:09:11.683079,2024-08-15 10:40:48.683079,0:31:37,Wardville,Maalaea,3.8,SP002,Billable,Answered,Go5G,USD,Oklahoma,Hawaii,74576,96793,34.655,-96.0309,20.8047,-156.4898,United States,United States
7117137,voice,9098611000,9098611017,2024-08-15 09:33:11.808893,2024-08-15 10:27:11.808893,0:54:00,Pemberton Heights,Browning,2.45,SP003,Billable,Answered,Go5GNext,USD,New Jersey,Illinois,08068,62624,39.9563,-74.6768,40.127,-90.373,United States,United States
9483465,sms,9098611011,9098611013,2024-08-15 09:46:11.935303,2024-08-15 10:37:58.935303,0:51:47,Suffern,McConnells,4.36,SP003,Non-Billable,Busy,EssentialsSaver,USD,New York,South Carolina,10901,29726,41.1138,-74.1422,34.8695,-81.2266,United States,United States
8913546,sms,9098611007,9098611013,2024-08-15 09:29:12.063270,2024-08-15 10:07:10.063270,0:37:58,Winter Gardens,Atlantic Mine,3.17,SP002,Billable,Missed,Go5GPlus,USD,California,Michigan,92040,49905,32.8376,-116.9268,47.1037,-88.6281,United States,United States
9484120,sms,9098611005,9098611015,2024-08-15 10:12:12.188881,2024-08-15 11:10:43.188881,0:58:31,Powellville,Ashland City,4.94,SP001,Billable,Answered,EssentialsSaver,USD,Maryland,Tennessee,21850,37015,38.3299,-75.3749,36.2607,-87.0412,United States,United States
5256478,voice,9098611002,9098611014,2024-08-15 09:48:12.312877,2024-08-15 09:57:56.312877,0:09:44,Kellnersville,Esperanza,4.73,SP002,Non-Billable,Missed,EssentialsSaver,USD,Wisconsin,Puerto Rico,54215,00765,44.2253,-87.8021,18.1021,-65.4798,United States,United States
1876689,voice,9098611002,9098611007,2024-08-15 09:37:12.436483,2024-08-15 09:37:51.436483,0:00:39,Osterdock,Mobeetie,2.75,SP001,Billable,Busy,EssentialsSaver,USD,Iowa,Texas,52052,79061,42.7313,-91.1586,35.5291,-100.4394,United States,United States
2604127,sms,9098611010,9098611009,2024-08-15 10:12:12.559914,2024-08-15 10:19:59.559914,0:07:47,Pine,O'Brien,4.41,SP001,Billable,Missed,Go5GNext,USD,Arizona,Texas,85544,79539,34.3788,-111.4574,33.3802,-99.8438,United States,United States
9931620,voice,9098611011,9098611004,2024-08-15 09:33:12.685543,2024-08-15 10:12:20.685543,0:39:08,Wahneta,Burkesville,2.84,SP002,Non-Billable,Missed,Go5GPlus,USD,Florida,Kentucky,33880,42717,27.9574,-81.7287,36.7906,-85.3675,United States,United States
2133069,sms,9098611003,9098611013,2024-08-15 10:08:12.811542,2024-08-15 10:47:47.811542,0:39:35,Eveleth,Sherwood Manor,3.08,SP003,Non-Billable,Busy,Essentials,USD,Minnesota,Connecticut,55734,06082,47.4637,-92.5444,42.0101,-72.5667,United States,United States
4430347,sms,9098611012,9098611018,2024-08-15 09:45:12.939083,2024-08-15 10:20:04.939083,0:34:52,Sadieville,Ponder,4.73,SP001,Billable,Failed,Go5G,USD,Kentucky,Texas,40370,76259,38.3883,-84.549,33.1781,-97.291,United States,United States
9443912,voice,9098611012,9098611012,2024-08-15 09:34:13.066321,2024-08-15 10:22:44.066321,0:48:31,River Oaks,West Odessa,3.85,SP001,Non-Billable,Missed,EssentialsSaver,USD,Texas,Texas,76114,79760,32.7767,-97.3985,31.8389,-102.5003,United States,United States
5375375,voice,9098611017,9098611008,2024-08-15 10:12:13.192737,2024-08-15 11:03:36.192737,0:51:23,Light Oak,Kiln,1.21,SP003,Billable,Busy,Go5GNext,USD,North Carolina,Mississippi,28152,39556,35.2867,-81.4775,30.4171,-89.4322,United States,United States
1403660,sms,9098611006,9098611000,2024-08-15 09:24:13.317895,2024-08-15 09:53:47.317895,0:29:34,Centre,Ben Arnold,1.05,SP004,Non-Billable,Failed,Go5GPlus,USD,Alabama,Texas,35960,76519,34.1537,-85.6689,30.9589,-96.9731,United States,United States
6388103,voice,9098611012,9098611004,2024-08-15 10:12:13.444079,2024-08-15 10:36:28.444079,0:24:15,Fennimore,Queens Gate,3.08,SP002,Billable,Failed,EssentialsSaver,USD,Wisconsin,Pennsylvania,53809,17403,42.9794,-90.6491,39.9406,-76.6874,United States,United States
3617177,voice,9098611005,9098611004,2024-08-15 10:04:13.568770,2024-08-15 10:26:42.568770,0:22:29,Sebastian,Playas,4.06,SP001,Non-Billable,Answered,Go5GPlus,USD,Texas,New Mexico,78594,88009,26.3454,-97.7964,31.9125,-108.5363,United States,United States
2513815,voice,9098611016,9098611012,2024-08-15 09:34:13.692588,2024-08-15 09:52:49.692588,0:18:36,McArthur,McNary,1.92,SP001,Billable,Missed,EssentialsSaver,USD,California,Louisiana,96028,71433,41.0414,-121.4068,30.9895,-92.5795,United States,United States
9132225,sms,9098611004,9098611007,2024-08-15 09:55:13.816589,2024-08-15 10:27:28.816589,0:32:15,Coloma,Halibut Cove,0.76,SP002,Billable,Busy,Essentials,USD,California,Alaska,95613,99603,38.8026,-120.8946,59.5744,-151.2296,United States,United States
6669466,sms,9098611009,9098611001,2024-08-15 09:32:13.939837,2024-08-15 09:41:25.939837,0:09:12,Emmons,Floris,1.13,SP003,Billable,Answered,Go5GNext,USD,Minnesota,Iowa,56029,52560,43.5071,-93.485,40.8645,-92.3326,United States,United States
7505698,voice,9098611005,9098611007,2024-08-15 09:18:14.063121,2024-08-15 09:38:25.063121,0:20:11,Beulah Valley,Algona,4.67,SP001,Billable,Busy,Go5GNext,USD,Colorado,Washington,81023,98001,38.0709,-104.983,47.282,-122.2504,United States,United States
3157620,voice,9098611003,9098611012,2024-08-15 09:30:14.186690,2024-08-15 10:07:49.186690,0:37:35,Remerton,Barksdale,1.22,SP004,Billable,Failed,Go5G,USD,Georgia,Texas,31601,78828,30.8441,-83.3085,29.7293,-100.0338,United States,United States
1399488,voice,9098611017,9098611011,2024-08-15 09:33:14.312213,2024-08-15 09:38:51.312213,0:05:37,Grand Coulee,Brookport,0.16,SP002,Non-Billable,Busy,EssentialsSaver,USD,Washington,Illinois,99116,62910,47.9392,-119.0029,37.1261,-88.6276,United States,United States
5337392,voice,9098611013,9098611005,2024-08-15 09:58:14.442878,2024-08-15 10:13:40.442878,0:15:26,Omak,Hannah,0.94,SP002,Billable,Missed,Go5G,USD,Washington,North Dakota,98841,58281,48.4229,-119.5159,48.9729,-98.6903,United States,United States
9433048,voice,9098611018,9098611012,2024-08-15 10:13:14.574447,2024-08-15 11:07:16.574447,0:54:02,Glendo,West Buechel,0.26,SP004,Billable,Busy,Go5GPlus,USD,Wyoming,Kentucky,82213,40218,42.5049,-105.025,38.195,-85.6678,United States,United States
3827049,voice,9098611002,9098611001,2024-08-15 09:41:14.701481,2024-08-15 10:21:45.701481,0:40:31,Qui-nai-elt Village,East Berwick,2.55,SP004,Non-Billable,Missed,Go5GNext,USD,Washington,Pennsylvania,98587,18603,47.2502,-124.1902,41.0657,-76.2208,United States,United States
